MUNICIPIO,MARCA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
FUSAGASUGA,SAMSUNG
GIRARDOT,AVVIO
RIOHACHA (CT),LG
RIOHACHA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
FUNDACION,APPLE
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),MOTOROLA
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),LENOVO
OSPINA,MOTOROLA
PASTO (CT),SAMSUNG
PASTO (CT),LENOVO
PASTO (CT),SAMSUNG
PASTO (CT),ALCATEL
PASTO (CT),LENOVO
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
CUCUTA (CT),HUAWEI
ARMENIA (CT),SAMSUNG
PEREIRA (CT),ALCATEL
PEREIRA (CT),MOTOROLA
SAN ANDRES (CT),ALCATEL
BARRANCABERMEJA,HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,MOTOROLA
FLORIDABLANCA,APPLE
FLORIDABLANCA,ALCATEL
COVENHAS,MOTOROLA
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),HUAWEI
COELLO,HUAWEI
IBAGUE (CT),OTRA
MELGAR,HUAWEI
ORTEGA,ALCATEL
CALI (CT),ALCATEL
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),AZUMI
EL CERRITO,SAMSUNG
BELLO,MOTOROLA
ENVIGADO,ALCATEL
ENVIGADO,SAMSUNG
ENVIGADO,APPLE
ITAGUI,SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),-
MEDELLIN (CT),LG
MEDELLIN (CT),SONY
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
ARAUCA (CT),OTRA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),SONY
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),LENOVO
BARRANQUILLA (CT),SAMSUNG
CARTAGENA (CT),SAMSUNG
CARTAGENA (CT),APPLE
TUNJA (CT),HUAWEI
MANIZALES (CT),OTRA
FLORENCIA (CT),SAMSUNG
PUERTO RICO,SAMSUNG
POPAYAN (CT),SAMSUNG
LA PAZ,APPLE
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),LANIX
VALLEDUPAR (CT),BLU
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),OTRA
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),MOTOROLA
CERETE,MOTOROLA
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
CHOACHI,MOTOROLA
CHOACHI,LG
CHOACHI,OTRA
COTA,HUAWEI
PUERTO SALGAR,APPLE
MAICAO,MOTOROLA
RIOHACHA (CT),SAMSUNG
RIOHACHA (CT),HUAWEI
SAN JUAN DEL CESAR,OTRA
NEIVA (CT),SAMSUNG
NEIVA (CT),APPLE
NEIVA (CT),APPLE
PITALITO,SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),OTRA
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),APPLE
CUCUTA (CT),ASUS
CUCUTA (CT),ZTE
ARMENIA (CT),SAMSUNG
ARMENIA (CT),NOKIA
ARMENIA (CT),SAMSUNG
DOSQUEBRADAS,MOTOROLA
DOSQUEBRADAS,SAMSUNG
DOSQUEBRADAS,SAMSUNG
PEREIRA (CT),MOTOROLA
PEREIRA (CT),SAMSUNG
PEREIRA (CT),SAMSUNG
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),BLU
BUCARAMANGA (CT),SAMSUNG
CIMITARRA,LG
GIRON,SAMSUNG
PIEDECUESTA,SAMSUNG
PIEDECUESTA,HUAWEI
COROZAL,SAMSUNG
SINCELEJO (CT),SAMSUNG
CHAPARRAL,HUAWEI
GUAMO,HUAWEI
IBAGUE (CT),ALCATEL
CALI (CT),SAMSUNG
CALI (CT),BLU
CALI (CT),HUAWEI
CALI (CT),ALCATEL
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),SAMSUNG
CALI (CT),OTRA
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),ALCATEL
LA UNION,SAMSUNG
ENVIGADO,MOTOROLA
ENVIGADO,APPLE
ENVIGADO,SAMSUNG
ITAGUI,SAMSUNG
ITAGUI,HUAWEI
ITAGUI,HUAWEI
MEDELLIN (CT),SONY
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),LANIX
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SONY
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
SOLEDAD,NOKIA
SOLEDAD,SAMSUNG
CARTAGENA (CT),SAMSUNG
CHIQUINQUIRA,HUAWEI
CHIQUINQUIRA,HUAWEI
SOGAMOSO,SONY
MANIZALES (CT),AZUMI
MANIZALES (CT),HUAWEI
MANIZALES (CT),HUAWEI
FLORENCIA (CT),MOTOROLA
FLORENCIA (CT),SAMSUNG
FLORENCIA (CT),MOTOROLA
SAN JOSE DEL FRAGUA,LG
SAN VICENTE DEL CAGUAN,LANIX
YOPAL (CT),SONY
POPAYAN (CT),SAMSUNG
POPAYAN (CT),-
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),LG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
SANTANDER DE QUILICHAO,HUAWEI
SANTANDER DE QUILICHAO,HUAWEI
QUIBDO (CT),HUAWEI
MONTERIA (CT),SAMSUNG
MONTERIA (CT),MOTOROLA
MONTERIA (CT),ALCATEL
MONTERIA (CT),LENOVO
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),LANIX
MONTERIA (CT),HUAWEI
MONTERIA (CT),MOTOROLA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
FUSAGASUGA,OTRA
GIRARDOT,HUAWEI
MAICAO,HUAWEI
RIOHACHA (CT),SAMSUNG
RIOHACHA (CT),SAMSUNG
SAN JUAN DEL CESAR,LG
ALTAMIRA,ALCATEL
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),ASUS
NEIVA (CT),HUAWEI
SAN AGUSTIN,HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),LG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
ARMENIA (CT),MOTOROLA
ARMENIA (CT),SAMSUNG
ARMENIA (CT),LANIX
ARMENIA (CT),HUAWEI
FILANDIA,AVVIO
FILANDIA,AZUMI
LA VIRGINIA,SAMSUNG
LA VIRGINIA,SAMSUNG
PEREIRA (CT),OTRA
PEREIRA (CT),SAMSUNG
PEREIRA (CT),LENOVO
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),NOKIA
FLORIDABLANCA,AVVIO
LEBRIJA,MOTOROLA
PIEDECUESTA,SAMSUNG
PIEDECUESTA,HUAWEI
PIEDECUESTA,SAMSUNG
ESPINAL,HUAWEI
ESPINAL,AVVIO
IBAGUE (CT),MOTOROLA
IBAGUE (CT),ALCATEL
IBAGUE (CT),APPLE
BUENAVENTURA,SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),LENOVO
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),LG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CARTAGO,SAMSUNG
COPACABANA,MOTOROLA
ENVIGADO,HUAWEI
ENVIGADO,SAMSUNG
ENVIGADO,MOTOROLA
ITAGUI,LG
ITAGUI,SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LENOVO
MEDELLIN (CT),APPLE
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),NOKIA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ASUS
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
SANTA ROSA DE OSOS,LG
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),APPLE
CHIQUINQUIRA,HUAWEI
SOGAMOSO,MOTOROLA
MANIZALES (CT),SAMSUNG
MANIZALES (CT),SAMSUNG
FLORENCIA (CT),HUAWEI
FLORENCIA (CT),HUAWEI
YOPAL (CT),HUAWEI
POPAYAN (CT),HUAWEI
POPAYAN (CT),NOKIA
CHIRIGUANA,SAMSUNG
VALLEDUPAR (CT),MOTOROLA
VALLEDUPAR (CT),HUAWEI
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
QUIBDO (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
MOSQUERA,SAMSUNG
FONSECA,MOTOROLA
NEIVA (CT),MOTOROLA
PITALITO,SAMSUNG
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),MOTOROLA
VILLAVICENCIO (CT),HUAWEI
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
CUCUTA (CT),ALCATEL
EL ZULIA,SAMSUNG
LOS PATIOS,SAMSUNG
ARMENIA (CT),HUAWEI
ARMENIA (CT),SAMSUNG
ARMENIA (CT),NOKIA
PEREIRA (CT),SAMSUNG
PEREIRA (CT),ALCATEL
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
FLORIDABLANCA,HUAWEI
PIEDECUESTA,SAMSUNG
TONA,ASUS
ESPINAL,SAMSUNG
IBAGUE (CT),APPLE
IBAGUE (CT),ALCATEL
MELGAR,HUAWEI
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),APPLE
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),MOTOROLA
CALI (CT),NOKIA
CALI (CT),HUAWEI
CALI (CT),HUAWEI
CALI (CT),OTRA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CANDELARIA,MOTOROLA
LETICIA (CT),BLU
ENVIGADO,SAMSUNG
GUARNE,ALCATEL
ITAGUI,SAMSUNG
ITAGUI,SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SONY
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ASUS
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LG
SABANETA,MOTOROLA
SANTAFE DE ANTIOQUIA,HUAWEI
PUERTO COLOMBIA,HUAWEI
CARTAGENA (CT),MOTOROLA
OTANCHE,BLU
SOGAMOSO,SAMSUNG
TUNJA (CT),LG
TUNJA (CT),HUAWEI
MANIZALES (CT),SAMSUNG
MANIZALES (CT),SAMSUNG
MANIZALES (CT),SAMSUNG
FLORENCIA (CT),LANIX
FLORENCIA (CT),HUAWEI
POPAYAN (CT),HUAWEI
VALLEDUPAR (CT),MOTOROLA
VALLEDUPAR (CT),APPLE
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),AZUMI
QUIBDO (CT),SAMSUNG
MONTERIA (CT),HUAWEI
MONTERIA (CT),SAMSUNG
MONTERIA (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),LANIX
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LANIX
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
CAQUEZA,HUAWEI
CAQUEZA,LG
GIRARDOT,NOKIA
RIOHACHA (CT),HUAWEI
URIBIA,APPLE
GARZON,SAMSUNG
LA PLATA,SAMSUNG
NEIVA (CT),HUAWEI
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),LENOVO
NEIVA (CT),SAMSUNG
PITALITO,APPLE
CIENAGA,MOTOROLA
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),SAMSUNG
VILLAVICENCIO (CT),ZTE
PASTO (CT),MOTOROLA
PASTO (CT),ALCATEL
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SONY
ARMENIA (CT),OTRA
ARMENIA (CT),HUAWEI
CIRCASIA,HUAWEI
LA TEBAIDA,APPLE
DOSQUEBRADAS,AZUMI
PEREIRA (CT),HUAWEI
PEREIRA (CT),APPLE
PEREIRA (CT),SAMSUNG
PEREIRA (CT),ALCATEL
PEREIRA (CT),ALCATEL
BARRANCABERMEJA,MOTOROLA
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),LENOVO
BUCARAMANGA (CT),LENOVO
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),LENOVO
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,SAMSUNG
GIRON,LENOVO
PIEDECUESTA,SAMSUNG
PIEDECUESTA,HUAWEI
ESPINAL,APPLE
IBAGUE (CT),MOTOROLA
IBAGUE (CT),HUAWEI
IBAGUE (CT),ALCATEL
IBAGUE (CT),BLU
IBAGUE (CT),SAMSUNG
IBAGUE (CT),MOTOROLA
IBAGUE (CT),MOTOROLA
MELGAR,SAMSUNG
SAN LUIS,AVVIO
CALI (CT),MOTOROLA
CALI (CT),NOKIA
CALI (CT),SAMSUNG
CALI (CT),LG
CALI (CT),AZUMI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
MANIZALES (CT),OTRA
CALI (CT),ALCATEL
CALI (CT),HUAWEI
CALI (CT),LG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),ALCATEL
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
TULUA,SAMSUNG
BARBOSA,ALCATEL
ITAGUI,MOTOROLA
ITAGUI,SAMSUNG
ITAGUI,MOTOROLA
ITAGUI,SAMSUNG
ITAGUI,MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),LG
MEDELLIN (CT),LG
MEDELLIN (CT),LENOVO
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
RIONEGRO,SAMSUNG
RIONEGRO,SAMSUNG
SABANETA,MOTOROLA
BARRANQUILLA (CT),-
MALAMBO,HUAWEI
SABANAGRANDE,APPLE
SOLEDAD,HUAWEI
CHIQUINQUIRA,SAMSUNG
PESCA,SAMSUNG
MANIZALES (CT),SAMSUNG
MANIZALES (CT),MOTOROLA
MANIZALES (CT),MOTOROLA
FLORENCIA (CT),LG
FLORENCIA (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),LG
POPAYAN (CT),APPLE
SANTANDER DE QUILICHAO,SAMSUNG
AGUACHICA,HUAWEI
AGUACHICA,SAMSUNG
VALLEDUPAR (CT),SONY
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),NOKIA
VALLEDUPAR (CT),NOKIA
SAN PELAYO,HUAWEI
SAN PELAYO,HUAWEI
SAN PELAYO,MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),AZUMI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SONY
SOACHA,MOTOROLA
RIOHACHA (CT),ALCATEL
SAN JUAN DEL CESAR,SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),APPLE
PALERMO,HUAWEI
PALERMO,ALCATEL
PITALITO,ALCATEL
PITALITO,SAMSUNG
RIVERA,HUAWEI
CIENAGA,SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),NOKIA
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),LANIX
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),LENOVO
PASTO (CT),ALCATEL
ARMENIA (CT),LANIX
ARMENIA (CT),SAMSUNG
