BARRIO,SEXO
PRIMERO DE FEBRERO 1,MASCULINO
PRIMERO DE FEBRERO 1,MASCULINO
PRIMERO DE FEBRERO 1,MASCULINO
AMERICA,MASCULINO
SECTOR CARDER,-
SECTOR CARDER,-
B. CENTRO,FEMENINO
B. CENTRO,FEMENINO
BARRIO SOUND BAY,FEMENINO
EL PARNASO,FEMENINO
INV. 22 DE MARZO,FEMENINO
PROVENZA,FEMENINO
CIUDADELA REAL DE MINAS,FEMENINO
LAGOS I,FEMENINO
LA PRIMAVERA,MASCULINO
EL CARMEN V,MASCULINO
SANTA ANA,FEMENINO
SAN FRANCISCO P/TA,MASCULINO
CENTRO P/TA,MASCULINO
VILLAS DE NAVARRA,MASCULINO
LA BUCARAMANGA,MASCULINO
JARDIN SANTANDER,MASCULINO
EL CARMEN (E.SUR),FEMENINO
CALARCA,MASCULINO
GAITAN PARTE BAJA,FEMENINO
NUEVO HORIZONTE,FEMENINO
LAS VEGAS,FEMENINO
EL JORGE,FEMENINO
VISTA HERMOSA E1,MASCULINO
LAS CEIBAS E7,FEMENINO
CIUDAD CORDOBA E15,MASCULINO
LAS ORQUIDEAS E14,FEMENINO
GUAYAQUIL E9,MASCULINO
MANUELA BELTRAN E14,FEMENINO
EL BOSQUE E2,FEMENINO
NAPOLES E18,FEMENINO
URBANIZACION LA MERCED E2,-
UNID. A GALINDO PLAZA TOROS E19,FEMENINO
MOJICA E15,MASCULINO
BERLIN,-
CGTO ROZO,MASCULINO
CENTRAL,FEMENINO
CIUDAD NIQUIA,MASCULINO
LA GABRIELA,MASCULINO
VILLA MARIA,MASCULINO
PARQUE PRINCIPAL,FEMENINO
LA CANDELARIA C-10,FEMENINO
LA CASTELLANA C-11,MASCULINO
LA CANDELARIA C-10,FEMENINO
JARDIN BOTANICO  C-4,FEMENINO
LA CANDELARIA C-10,FEMENINO
EL POBLADO C-14,MASCULINO
ESTADIO C-11,MASCULINO
LA CANDELARIA C-10,MASCULINO
MANRIQUE 1  C-4,FEMENINO
MANRIQUE 2  C-3,FEMENINO
PEDREGAL C-6,MASCULINO
BUENOS AIRES  C-9,MASCULINO
MANRIQUE 2  C-3,FEMENINO
LA CANDELARIA C-10,FEMENINO
PICACHO C-6,FEMENINO
LA CANDELARIA C-10,MASCULINO
LOS ANGELES C-10,MASCULINO
GUAYABAL C-15,FEMENINO
BOSTON C-10,MASCULINO
LA ESPERANZA C-6,MASCULINO
MANUEL RESTREPO,MASCULINO
BRISAS DEL LLANO,MASCULINO
LA PAZ,MASCULINO
LA CANDELARIA I,FEMENINO
COSTA HERMOSA,FEMENINO
DANIEL LEMAITRE,MASCULINO
BOSQUE INDUSTRIAL,FEMENINO
VDA. PALERMO,FEMENINO
CHAMBACU,FEMENINO
VDA. BALSA Y RESGUARDO,FEMENINO
BARRIO LA FUENTE,FEMENINO
BARRIO SAN JOSE,FEMENINO
RESTREPO,FEMENINO
ABBAS TURBAY,FEMENINO
EL LAGUITO,MASCULINO
CASERIO TABLONCITO,FEMENINO
CASERIO TABLONCITO,FEMENINO
VDA LA PAILA SAUCES,FEMENINO
VDA LA PAILA SAUCES,FEMENINO
EL ROSARIO,MASCULINO
ALAMOS II,FEMENINO
EL RECREO,MASCULINO
LA PRADERA,FEMENINO
VEREDA EL CHARCON,FEMENINO
CARVAJAL E-8,FEMENINO
LAS MARGARITAS E-7,MASCULINO
PABLO SEXTO E-7,FEMENINO
PASTRANITA I  E-8,MASCULINO
VILLA MARIA I E-11,MASCULINO
GALAN E-16,MASCULINO
URB. GRANJAS DE SAN PABLO E-18,MASCULINO
TEUSAQUILLO E-13,MASCULINO
SANTA MARIA DEL LAGO E-10,MASCULINO
TINTALA E-8,MASCULINO
EL TINTAL E-8,FEMENINO
VILLA ANDREA E-8,FEMENINO
TEUSAQUILLO E-13,MASCULINO
VILLA MAYOR E-15,FEMENINO
LAS FERIAS E-10,MASCULINO
TEUSAQUILLO E-13,MASCULINO
URB. PATIO BONITO II SECTOR E-8,MASCULINO
VILLA CLAUDIA E-8,FEMENINO
FONTANAR DEL RIO E-11,MASCULINO
VILLA ALSACIA SECTOR A E-9,FEMENINO
RESTREPO E-15,MASCULINO
LA FAENA E-10,FEMENINO
ALGARRA,FEMENINO
LOMA FRESCA,FEMENINO
MATAJUNA,MASCULINO
MATAJUNA,MASCULINO
LOMA FRESCA,MASCULINO
BARRIO MODELO,FEMENINO
JOSE MARIA CARBONEL,FEMENINO
ALVARO LEIVA,MASCULINO
LAS ACACIAS,MASCULINO
LA LOMA,FEMENINO
PREDIOS POZOS COLORADOS,FEMENINO
SANTA CLARA,MASCULINO
BELLO HORIZONTE,FEMENINO
VILLA DEL LLANO,MASCULINO
MARACOS,FEMENINO
INSPECCION LA CUNCIA,MASCULINO
MANANTIAL,FEMENINO
ARIGUANI,FEMENINO
ARIGUANI,FEMENINO
7 DE AGOSTO,MASCULINO
VISCAYA,FEMENINO
SANTANDER,MASCULINO
AVENIDA COLOMBIA NORMANDIA,MASCULINO
EL PROGRESO,MASCULINO
SANTA MONICA,FEMENINO
VEREDA DAZA MORAZURCO,MASCULINO
BARRIO CONTENTO,FEMENINO
BARRIO EL LLANO,MASCULINO
BARRIO EL LLANO,MASCULINO
BARRIO LATINO,FEMENINO
BARRIO EL LAGO,MASCULINO
BARRIO SAN JOSE,FEMENINO
CORBONES,MASCULINO
CASA BLANCA,FEMENINO
CASA BLANCA,FEMENINO
CASA BLANCA,FEMENINO
SECTOR CENTRO COMERCIAL UNICENTRO,FEMENINO
FLORIDA ALTA O NORTE,MASCULINO
ZONA CENTRO,MASCULINO
PLAYA RICA,MASCULINO
CENTRO CUBA V-1,FEMENINO
SECTOR INVICO,FEMENINO
SALAZAR ROBLEDO,FEMENINO
BARRIO TABLITAS,FEMENINO
BARRIO NATANIA,FEMENINO
REGADERO NORTE,MASCULINO
EL PORVENIR,MASCULINO
MEJORAS PUBLICAS,MASCULINO
BUENOS AIRES,MASCULINO
CONUCOS,MASCULINO
SAN ALONSO,FEMENINO
BOLIVAR,MASCULINO
URB. SAN JORGE,MASCULINO
PORTAL CAMPESTRE,-
SAN ANTONIO,MASCULINO
CERRITO LA PALMA,MASCULINO
VRDA. EL COLEGIO,FEMENINO
EL VERGEL,FEMENINO
JORDAN VIII ETAPA,FEMENINO
PRADO I,MASCULINO
CIUDADELA CONFENALCO,FEMENINO
YULDAIMA,MASCULINO
KENEDY,MASCULINO
PRADO I,MASCULINO
SANTA MONICA RESIDENCIAL E2,FEMENINO
SUCRE E9,MASCULINO
ULPIANO LLOREDA E13,FEMENINO
JOSE M. MARROQUIN II E14,MASCULINO
LOS CAMBULOS E19,FEMENINO
ASTURIAS E12,FEMENINO
EL CORTIJO E20,MASCULINO
SECTOR ALTO LOS CHORROS E18,FEMENINO
EL PONDAJE E13,MASCULINO
URBANIZACION CALIMIO E6,FEMENINO
JOSE M. MARROQUIN II E14,MASCULINO
MELENDEZ E18,MASCULINO
VDA. EL MIRADOR,MASCULINO
VIA CANDELARIA CALI (23-1 23-2),MASCULINO
LA ALBANIA (23-S-1-1),FEMENINO
EL CENTRO,FEMENINO
CEREZOS DE LA ITALIA,FEMENINO
CGTO ROZO,FEMENINO
ZAMORANO,MASCULINO
VIA SEVILLA-CAICEDONIA,MASCULINO
ZONA CENTRO,MASCULINO
LA CABANHA,MASCULINO
EL CAMPING,MASCULINO
MIRADOR AZUL,MASCULINO
SANTANA,FEMENINO
LAS FLORES,FEMENINO
SAN MARCOS,MASCULINO
LA CEIBA,MASCULINO
CENTRO,FEMENINO
LOS NARANJOS,MASCULINO
DITAIRES,FEMENINO
TRIANA,MASCULINO
FATIMA C-16,-
LA CANDELARIA C-10,FEMENINO
LIMONAR 2  S.A.P.,MASCULINO
LOPEZ DE MESA C-7,FEMENINO
LA CANDELARIA C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
EL POBLADO C-14,MASCULINO
LA CANDELARIA C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
VILLANUEVA C-10,FEMENINO
LA CANDELARIA C-10,MASCULINO
GRANIZAL C-1,FEMENINO
GUAYABAL C-15,FEMENINO
ROSALES C-16,FEMENINO
LA CANDELARIA C-10,FEMENINO
LA CANDELARIA C-10,FEMENINO
LA AGUACATALA C-14,MASCULINO
LA CANDELARIA C-10,MASCULINO
PRADO C-10,MASCULINO
PERPETUO SOCORRO C-10,FEMENINO
LA CANDELARIA C-10,MASCULINO
CRISTO REY C-15,FEMENINO
BOMBONA 1 C-10,MASCULINO
LOS LIBERTADORES,MASCULINO
CRISTO REY,MASCULINO
20 DE JULIO,FEMENINO
20 DE JULIO,FEMENINO
LOS OLIVOS I,FEMENINO
SAN ROQUE,MASCULINO
RIOMAR,MASCULINO
LOS OLIVOS I,MASCULINO
ALFONSO LOPEZ,MASCULINO
CENTRO,MASCULINO
SAN VICENTE,MASCULINO
CENTRO,FEMENINO
CENTRO,FEMENINO
VDA. LAS PAVAS,FEMENINO
VDA. LAS PAVAS,FEMENINO
TORASSO,FEMENINO
LA PAMBA,FEMENINO
VEREDA,MASCULINO
URB.DON ALBERTO,MASCULINO
ENEAL,FEMENINO
LAS AMERICAS,FEMENINO
VILLA PAZ (NUEVA ESPERANZA),FEMENINO
GRAN BRITALIA E-8,MASCULINO
TIMIZA CELULA A LOTE RA-2 E-8,FEMENINO
CIUDAD BERNA E-15,FEMENINO
LOS CEDRITOS E-1,MASCULINO
CIUDAD SALITRE II E-13,FEMENINO
SAMPER MENDOZA E-14,MASCULINO
BELLAVISTA E-8,FEMENINO
OLAYA E-18,FEMENINO
TINTALITO E-8,MASCULINO
EL TUNAL II E-6,MASCULINO
VILLA MAYOR E-18,FEMENINO
LA CATEDRAL E-17,MASCULINO
LA ESPERANZA E-9,MASCULINO
VERBENAL E-1,FEMENINO
BOSQUE POPULAR E-10,FEMENINO
PALERMO SUR E-18,MASCULINO
LAS MARGARITAS E-8,MASCULINO
MARLY E-2,FEMENINO
CIUDAD KENNEDY OCC E-8,FEMENINO
TUNA BAJA E-11,MASCULINO
LIBERTADOR SUR E-18,MASCULINO
SAN DIEGO E-3,MASCULINO
SAN FERNANDO E-12,MASCULINO
SANTA LIBRADA E-5,FEMENINO
BOCHICA E-10,MASCULINO
ALFONSO LOPEZ E-5,MASCULINO
EL POA E-11,MASCULINO
TECHO  E-8,MASCULINO
SANTA ROSITA E-10,FEMENINO
NIZA SUBA E-11,MASCULINO
MOLINOS DEL SUR E-18,MASCULINO
ABRAHAM LINCON E-6,MASCULINO
QUIROGA IHS ETAPA E-18,MASCULINO
GUSTAVO RESTREPO E-18,MASCULINO
NUEVO KENNEDY E-8,MASCULINO
LA CASTELLANA E-12,MASCULINO
SANTANDER E-9,FEMENINO
URB. RIONEGRO E-12,FEMENINO
VERSALLES E-9,FEMENINO
MARIA PAZ E-8,MASCULINO
ONASIS E-8,MASCULINO
SANTA MATILDE I SECTOR E-16,MASCULINO
BELLAVISTA E-8,MASCULINO
QUIROGA IHS ETAPA E-18,MASCULINO
CHAPINERO ALTO E-2,MASCULINO
BOSQUES DE SAN JOSE E-18,MASCULINO
LAS ACACIAS,MASCULINO
URB. MARBELLA,MASCULINO
SAN JUDAS,FEMENINO
BUGANVILES,MASCULINO
VILLA COLOMBIA,FEMENINO
ALAMOS NORTE,MASCULINO
BONDA,FEMENINO
MAMATOCO,FEMENINO
MANZANARES,FEMENINO
BACHUE,FEMENINO
VILLA SUAREZ,MASCULINO
SANTA  JOSEFA MILITAR,FEMENINO
LA ESPERANZA II ETAPA,FEMENINO
SAN BENITO,MASCULINO
CIUDAD PORFIA,MASCULINO
MALVINAS,MASCULINO
VILLA JULIA,FEMENINO
ALAMOS NORTE,FEMENINO
ALAMOS NORTE,MASCULINO
EL MANZANO,FEMENINO
ESTADIO LIBERTAD,MASCULINO
POTRERILLO,FEMENINO
BARRIO QUINTA ORIENTAL,MASCULINO
BARRIO SANTO DOMINGO,MASCULINO
BARRIO LOS COMUNEROS,MASCULINO
LOS NARANJOS,FEMENINO
BAVARIA,MASCULINO
CENTENARIO,FEMENINO
P.INDUSTRIAL A,MASCULINO
PLAZA CIVICA CIUDAD VICTORIA,FEMENINO
SECTOR PLAZA DE BOLIVAR,FEMENINO
SAN JOSE,-
SAN JOSE,-
SAN JOSE,-
SAN JOSE,-
SAN JOSE,-
SAN JOSE,-
SAN JOSE,-
SECTOR PUENTES DE LA 9A CON 12,FEMENINO
PINARES,MASCULINO
NARANJITO,FEMENINO
EL REMANSO,FEMENINO
JOSE ANTONIO GALAN,MASCULINO
SECTOR CENTRO,FEMENINO
VDA. CAMPO 16,FEMENINO
BUENOS AIRES,FEMENINO
9 DE ABRIL,FEMENINO
9 DE ABRIL,FEMENINO
SAN FRANCISCO,FEMENINO
FONTANA,FEMENINO
GAITAN,MASCULINO
CENTRO,FEMENINO
CABECERA DEL LLANO,FEMENINO
CABECERA DEL LLANO,FEMENINO
LAGOS III,MASCULINO
VILLA FIRENZE,FEMENINO
SANTA HELENA DE LA SIERRA,FEMENINO
SANTA ANA,FEMENINO
SAN CARLOS,MASCULINO
JUNIN,MASCULINO
CABECERA DEL LLANO P/TA,MASCULINO
SAN CRISTOBAL P/TA,FEMENINO
ANTONIA SANTOS,MASCULINO
LA ESMERALDA,MASCULINO
CENTRO,FEMENINO
LAS AMERICAS,FEMENINO
TIERRA FIRME,MASCULINO
TIERRA FIRME,MASCULINO
CHICO,MASCULINO
CENTRO,MASCULINO
CIUDADELA COLPUERTOS,FEMENINO
EL FIRME,MASCULINO
VERSALLES E2,MASCULINO
EL GUABAL E10,MASCULINO
CIUDADELA CONFANDI E17,MASCULINO
PRIMERO DE MAYO E17,MASCULINO
SAN PEDRO E3,MASCULINO
ALAMEDA E9,FEMENINO
REPUBLICA ISRAEL E16,FEMENINO
NUEVA FLORESTA E12,MASCULINO
PARCELACIONES PANCE E22,MASCULINO
JORGE ZAWADSKY E10,FEMENINO
LOS SAUCES E11,MASCULINO
AGUACATAL E1,FEMENINO
MARROQUIN I E14,FEMENINO
CIUDAD UNIVERSITARIA E17,MASCULINO
LAS CEIBAS E7,MASCULINO
SAN NICOLAS E3,MASCULINO
SANTA MONICA POPULAR E8,FEMENINO
SANTA MONICA POPULAR E8,MASCULINO
SANTA MONICA POPULAR E8,MASCULINO
SANTA MONICA POPULAR E8,MASCULINO
SANTA MONICA POPULAR E8,MASCULINO
PORVENIR,MASCULINO
LOS CAMINOS,FEMENINO
SAN ANTONIO,FEMENINO
CGTO PAVAS E27,FEMENINO
CEREZOS DE LA ITALIA,MASCULINO
LA LIBERTAD,FEMENINO
ENTRE RIOS,MASCULINO
GONZALO ECHEVERRY,FEMENINO
ZONA CENTRO,FEMENINO
LA ESTACION,FEMENINO
PEREZ,FEMENINO
PEREZ,MASCULINO
EL TRAPICHE,FEMENINO
LA MARIA,MASCULINO
MILLAN Y VALLEJUELOS,FEMENINO
EL DORADO,MASCULINO
SAN FERNANDO,MASCULINO
ZONA INDUSTRIAL #1,FEMENINO
VDA. LA RAYA,FEMENINO
LAS ACACIAS,MASCULINO
BELEN C-16,FEMENINO
FERRINI C-12,FEMENINO
LA GLORIA C-16,FEMENINO
CASTROPOL C-14,MASCULINO
FLORIDA NUEVA C-11,MASCULINO
LA ALPUJARRA C-10,FEMENINO
LOS BALSOS 1 C-14,FEMENINO
SAN DIEGO C-10,MASCULINO
GUAYAQUIL C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
EL POBLADO C-14,MASCULINO
GUAYAQUIL C-10,MASCULINO
SEVILLA  C-4,FEMENINO
ESTACION VILLA C-10,FEMENINO
LA AGUACATALA C-14,FEMENINO
LA CANDELARIA C-10,MASCULINO
CRISTO REY C-15,MASCULINO
VILLANUEVA C-10,FEMENINO
BARRIO COLOMBIA C-14,MASCULINO
SANTA MARIA DE LOS ANGELES C-14,MASCULINO
CERRO EL VOLADOR C-7,MASCULINO
LA ALPUJARRA C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
PRADO C-10,MASCULINO
PRADO C-10,MASCULINO
PARQUE NORTE C-4,FEMENINO
LA FLORESTA C-12,MASCULINO
GUAYAQUIL C-10,FEMENINO
SAN MIGUEL,FEMENINO
REBOLO,MASCULINO
PUEBLO,MASCULINO
LA FLORIDA,FEMENINO
LA ARBOLEDA,MASCULINO
EL SOCORRO,FEMENINO
LA MARIA,FEMENINO
BARRIO TORICES,MASCULINO
BARRIO PARAISO,FEMENINO
BARRIO GAITAN,FEMENINO
TORRES DEL PARQUE,FEMENINO
LAS VILLAS,MASCULINO
CENTRO,FEMENINO
VILLA HERMOSA,MASCULINO
VILLA HERMOSA,MASCULINO
CENTRO,MASCULINO
VILLA ROCIO,MASCULINO
LOS SAUCES,MASCULINO
URB. FUCHA,MASCULINO
LA NEVADA,MASCULINO
EL ALIVIO,MASCULINO
LA CEIBA,FEMENINO
CHICO I E-2,MASCULINO
TIBABUYES E-11,FEMENINO
SAGRADO CORAZON E-3,MASCULINO
QUIROGA IHS ETAPA E-18,FEMENINO
TIBABUYES E-11,MASCULINO
CIUDAD SALITRE I E-9,FEMENINO
TECHO  E-8,FEMENINO
RESTREPO E-15,FEMENINO
QUESADA E-13,MASCULINO
LAS NIEVES E-3,MASCULINO
GALERIAS E-13,FEMENINO
SAN DIEGO E-3,FEMENINO
URB. LOS COMUNEROS E-16,FEMENINO
VILLA DEL RIO E-7,MASCULINO
LAS CRUCES E-3,MASCULINO
PATIO BONITO I E-8,FEMENINO
QUIRIGUA I E-10,FEMENINO
CARVAJAL E-8,FEMENINO
LA CAPUCHINA E-3,MASCULINO
SANTA BARBARA E-1,FEMENINO
LA ALAMEDA E-3,FEMENINO
EL POA E-11,MASCULINO
EL REAL E-10,MASCULINO
VEINTE DE JULIO E-4,MASCULINO
SELVA DORADA E-9,FEMENINO
LAS NIEVES E-3,FEMENINO
LA CATEDRAL E-17,FEMENINO
GUSTAVO RESTREPO E-18,MASCULINO
EL PINAR E-11,FEMENINO
VILLAS DEL DORADO E-10,MASCULINO
VILLA CLAUDIA E-8,MASCULINO
LUCERO BAJO E-19,MASCULINO
ESPERANZA,MASCULINO
ESPERANZA,MASCULINO
SAN MARTIN,MASCULINO
SAN TROPEL,FEMENINO
TRAMO DE VIA,MASCULINO
LA LOMA,FEMENINO
EFRAIN ROJAS TRUJILLO,FEMENINO
LOS ALMENDROS,MASCULINO
CENTRO,FEMENINO
CENTRO (C-1),FEMENINO
SANTA ANA,MASCULINO
SANTA CLARA,FEMENINO
VILLA DEL MAR,FEMENINO
MANZANARES,FEMENINO
URB.NEVADA,MASCULINO
TAGANGA,MASCULINO
VILLA DEL CARMEN,FEMENINO
CAMINO REAL,FEMENINO
SAN MARCOS,MASCULINO
PORVENIR,MASCULINO
CIUDAD PORFIA,MASCULINO
SAN BENITO,MASCULINO
VEREDA CANHOS NEGROS,FEMENINO
MARILUZ,FEMENINO
AVENIDA BOYACA,FEMENINO
PARQUE INFANTIL,FEMENINO
BARRIO ALFONSO LOPEZ,MASCULINO
BARRIO EL DESIERTO,FEMENINO
BARRIO CONTENTO,MASCULINO
BARRIO LOS COMUNEROS,MASCULINO
SANTAFE,FEMENINO
BRASILIA VIEJA,MASCULINO
CAMILO TORRES 3,FEMENINO
SECTOR LA POPA,FEMENINO
EL ROSAL,FEMENINO
SANTA TERESITA,FEMENINO
LA ESPERANZA,FEMENINO
9 DE ABRIL,FEMENINO
LIBERTAD,FEMENINO
CENTRO,FEMENINO
GAITAN,FEMENINO
MUTIS,FEMENINO
GIRARDOT,MASCULINO
LA UNIVERSIDAD,FEMENINO
EL BOSQUE,MASCULINO
LA CUMBRE,MASCULINO
VILLABEL,FEMENINO
CANHAVERAL DE LA RIVIERA,MASCULINO
BUCARICA,FEMENINO
CIUDADELA VILLAMIL,FEMENINO
POBLADO,MASCULINO
EL REFUGIO,FEMENINO
EL REFUGIO,FEMENINO
JUNIN,FEMENINO
ALAMEDA REAL,MASCULINO
EL JARDIN,MASCULINO
CENTRO,FEMENINO
FATIMA,MASCULINO
SIMON BOLIVAR,MASCULINO
CADIZ,FEMENINO
PIEDRA PINTADA PARTE ALTA,MASCULINO
LA FRANCIA,MASCULINO
EL POBLADO,FEMENINO
VIA AEROPUERTO,FEMENINO
VRDA. PALMA ROSA,FEMENINO
MANUELA BELTRAN E14,MASCULINO
PARCELACIONES PANCE E22,FEMENINO
SUCRE E9,MASCULINO
CALDAS E18,FEMENINO
MOJICA E15,MASCULINO
PASEO DE LOS ALMENDROS E5,MASCULINO
JOSE M. MARROQUIN II E14,FEMENINO
PAMPA LINDA E19,FEMENINO
ALFONSO LOPEZ I E7,MASCULINO
MARROQUIN III E13,FEMENINO
LILI E17,MASCULINO
BRETANHA E9,MASCULINO
CENTENARIO E2,MASCULINO
ALTO NAPOLES E18,FEMENINO
EL SENA E5,FEMENINO
12 DE OCTUBRE E12,MASCULINO
VILLACOLOMBIA E8,FEMENINO
LA FORTALEZA E11,-
PORVENIR E4,FEMENINO
PRIMERO DE MAYO E17,MASCULINO
LOS LAGOS E13,MASCULINO
PALATINO,MASCULINO
JOSE MARIA CABAL,MASCULINO
BIZERTA,MASCULINO
LLANO GRANDE,FEMENINO
SECTOR INDUSTRIAL ACOPI  (25-2),FEMENINO
ESPERANZA,FEMENINO
GAITAN,FEMENINO
OBRERO,FEMENINO
CIUDAD NIQUIA,MASCULINO
MACHADO,FEMENINO
PEDREGAL,FEMENINO
SAN JOSE,FEMENINO
ZONA CENTRO,MASCULINO
ALCALA,MASCULINO
LA ASUNCION,FEMENINO
BOSTON C-10,MASCULINO
EL POBLADO C-14,FEMENINO
GUAYABAL C-15,MASCULINO
CARIBE C-5,MASCULINO
EL SALVADOR  C-9,MASCULINO
CRISTO REY C-15,FEMENINO
LA CANDELARIA C-10,FEMENINO
LA CANDELARIA C-10,FEMENINO
BOMBONA 1 C-10,FEMENINO
MANRIQUE 2  C-3,MASCULINO
MANRIQUE 2  C-3,MASCULINO
MANRIQUE 1  C-4,MASCULINO
VILLANUEVA C-10,FEMENINO
LOS ALPES C-16,FEMENINO
VERSALLES 1 C-3,MASCULINO
CONQUISTADORES C-11,FEMENINO
LA CANDELARIA C-10,-
BARRIO COLOMBIA C-14,MASCULINO
CENTRO S.C.,MASCULINO
LA CANDELARIA C-10,FEMENINO
LA CANDELARIA C-10,FEMENINO
LA CANDELARIA C-10,FEMENINO
CAMPO VALDES 2 C-3,MASCULINO
SEVILLA  C-4,MASCULINO
VILLANUEVA C-10,FEMENINO
ROBLEDO C-7,FEMENINO
GUAYAQUIL C-10,FEMENINO
LA AGUACATALA C-14,FEMENINO
SAN JAVIER 1 C-13,MASCULINO
TOSCANA C-5,MASCULINO
SAN BENITO C-10,FEMENINO
GUAYABAL C-15,MASCULINO
SEVILLA  C-4,MASCULINO
CARIBE C-5,FEMENINO
SEVILLA  C-4,FEMENINO
LA CANDELARIA C-10,FEMENINO
ALFONSO LOPEZ,FEMENINO
CENTRO,MASCULINO
CORDIALIDAD,FEMENINO
EL ROSARIO,MASCULINO
SAN SALVADOR,MASCULINO
LOS ALMENDROS,FEMENINO
CAMILO TORRES,FEMENINO
CENTRO,FEMENINO
BARRIO SANTA INES,-
BARRIO LA FUENTE,MASCULINO
PUERTA DEL SOL,FEMENINO
ALTOS DE GRANADA,MASCULINO
TURIN,MASCULINO
TURIN,MASCULINO
JUAN XXIII,FEMENINO
JUAN XXIII,FEMENINO
LOS HELECHOS,FEMENINO
LA ESTANCIA,MASCULINO
SANTA FE BAJO,MASCULINO
LIMONAR,MASCULINO
ALFONSO LOPEZ,FEMENINO
LA SOMBRILLA,MASCULINO
VILLA DOCENTE,MASCULINO
RETIRO BAJO,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
SITIO AGUAS NEGRAS,MASCULINO
CENTRO,FEMENINO
COLON,FEMENINO
MODELIA E-9,MASCULINO
SAN VICTORINO E-3,FEMENINO
URB. COMPARTIR E-11,MASCULINO
CANTALEJO E-11,FEMENINO
VERBENAL E-1,MASCULINO
ALHAMBRA SECTOR NORTE E-11,FEMENINO
CIUDAD BERNA E-15,FEMENINO
BERLIN SUBA E-11,FEMENINO
EL RINCON E-11,FEMENINO
EL TUNAL II E-6,FEMENINO
LA PONDEROSA E-16,FEMENINO
VILLA DEL PRADO E-11,MASCULINO
CHAPINERO CENTRAL E-2,MASCULINO
SUBA CENTRO E-11,MASCULINO
PASADENA ROYAL E-11,FEMENINO
FERROCAJA E-9,MASCULINO
SAN LUIS 20 DE JULIO E-4,MASCULINO
VILLA DIANA E-4,FEMENINO
ESTADOS UNIDOS   E-8,FEMENINO
LUNA PARK I SECTOR E-15,FEMENINO
URB. POLO CLUB E-12,FEMENINO
TORCA GONGORA E-1,MASCULINO
GORGONZOLA E-16,FEMENINO
CENTRO USME E-5,MASCULINO
TORCOROMA E-1,FEMENINO
CHICO NORTE II SECTOR E-1,MASCULINO
FRANCISCO JOSE DE CALDASS   E-8,MASCULINO
LA PAZ E-12,FEMENINO
LOS CEDRITOS E-1,FEMENINO
NAVARRA E-1,FEMENINO
CHAPINERO ALTO E-2,FEMENINO
SAN DIEGO E-3,MASCULINO
SAN LUIS E-13,MASCULINO
EL PINO E-11,FEMENINO
URB. HORACIO ORJUELA E-4,FEMENINO
LA ESTACION E-7,FEMENINO
URB. EL BATAN E-11,MASCULINO
PRIMAVERA NUEVA E-16,MASCULINO
RICAURTE E-14,MASCULINO
LAS NIEVES E-3,MASCULINO
VENECIA E-6,MASCULINO
CHICALA E-7,FEMENINO
VER. BOJACA,FEMENINO
ARRAYANES,MASCULINO
"CHICO I, II, III",MASCULINO
GOMEZ DAZA,-
PADILLA,MASCULINO
ARRIBA,FEMENINO
TIMANCO,MASCULINO
MANZANARES,FEMENINO
RODADERO TRADICIONAL,FEMENINO
MAMATOCO,-
ALCAZARES,MASCULINO
CENTRO,FEMENINO
LIBANO 2000,MASCULINO
PARQUE,FEMENINO
ALBORADA,FEMENINO
PORFIA,FEMENINO
EL TRIANGULO,MASCULINO
RECREO,FEMENINO
CENTRO,FEMENINO
7 DE AGOSTO,MASCULINO
ALBORADA,MASCULINO
ANGANOY,FEMENINO
CENTRO,MASCULINO
LAS CUADRAS,MASCULINO
AV. CHAMPAGNAT,FEMENINO
BELEN,MASCULINO
SAN ANDRES,MASCULINO
BOMBONA,FEMENINO
MARIDIAZ,FEMENINO
ANGANOY,FEMENINO
VDA BELLAVISTA,MASCULINO
BARRIO LOS ALMENDROS,MASCULINO
BARRIO EL LLANO,MASCULINO
INVACION COLOMBIA,FEMENINO
BARRIO LOS ALPES,MASCULINO
BARRIO COLSAG,FEMENINO
BARRIO SAN MIGUEL,MASCULINO
BARRIO SAN LUIS,FEMENINO
BARRIO QUINTA BOSCH,FEMENINO
BARRIO SEVILLA,FEMENINO
BARRIO SANTANDER,MASCULINO
CAFETERO,MASCULINO
NUEVA CECILIA,MASCULINO
LAS AMERICAS,MASCULINO
LAS AMERICAS,MASCULINO
SANTAFE,FEMENINO
VDA.PARAGUAY,MASCULINO
LA BADEA,MASCULINO
BOMBAY,MASCULINO
SECTOR EL CRUCERO,MASCULINO
SECTOR VIADUCTO,MASCULINO
SECTOR PLAZA DE BOLIVAR,FEMENINO
CIUDAD BOQUIA,FEMENINO
VEREDA GUAIMARAL,MASCULINO
VEREDA GUAIMARAL,MASCULINO
VEREDA GUAIMARAL,MASCULINO
LOMA COVE,FEMENINO
GALAN GOMEZ,MASCULINO
MIRAFLORES,FEMENINO
MIRAFLORES,FEMENINO
CABECERA DEL LLANO,MASCULINO
CIUDADELA REAL DE MINAS,FEMENINO
MEJORAS PUBLICAS,FEMENINO
