DEPARTAMENTO,BARRIO
CUNDINAMARCA,LA CASTELLANA E-12
CUNDINAMARCA,LA ESPERANZA E-9
CUNDINAMARCA,BOSA CARBONEL II E-7
CUNDINAMARCA,EL CASTILLO E-8
CUNDINAMARCA,RIO NEGRO NORTE E-12
CUNDINAMARCA,OLAYA E-18
CUNDINAMARCA,SANTA BARBARA E-1
CUNDINAMARCA,SANTA INES E-3
CUNDINAMARCA,EL PINAR E-11
CUNDINAMARCA,QUINTA MUTIS E-12
CUNDINAMARCA,SANTA FE E-14
CUNDINAMARCA,SANTA TERESA E-1
CUNDINAMARCA,EL MIRADOR E-10
CUNDINAMARCA,SAN MARTIN E-3
CUNDINAMARCA,VOTO NACIONAL E-14
CUNDINAMARCA,BONANZA E-10
CUNDINAMARCA,QUINTA CAMACHO E-2
CUNDINAMARCA,VILLA LUZ E-10
CUNDINAMARCA,LA SOLEDAD E-13
CUNDINAMARCA,URB. PONTEVEDRA I SECTOR E-11
CUNDINAMARCA,LA ESTACION E-7
CUNDINAMARCA,LA URIBE E-1
CUNDINAMARCA,LA CALLEJA E-1
CUNDINAMARCA,SAN LUIS 20 DE JULIO E-4
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,ABRAHAM LINCON E-6
CUNDINAMARCA,LA AMISTAD E-7
CUNDINAMARCA,CERROS DE ORIENTE E-18
CUNDINAMARCA,URB. MARSELLA E-8
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,VILLA DEL PRADO E-11
CUNDINAMARCA,BARRANCAS E-1
CUNDINAMARCA,SAN JOSE SUR E-18
CUNDINAMARCA,CASTILLA REAL     E-8
CUNDINAMARCA,CHAPINERO NORTE E-2
CUNDINAMARCA,PIAMONTE E-7
CUNDINAMARCA,MEISSEN E-19
CUNDINAMARCA,CIUDAD KENNEDY CENTRAL E-8
CUNDINAMARCA,MAGDALENA
GUAJIRA,MAICAITO
GUAJIRA,SAN FRANCISCO DE ASIS
GUAJIRA,LIBERTADOR
HUILA,JORGE ELIECER GAITAN
MAGDALENA,JARDIN
MAGDALENA,ACODIS
MAGDALENA,VILLA BELLA
MAGDALENA,ALTOS DE BAHIA CONCHA
MAGDALENA,RODADERO TRADICIONAL
MAGDALENA,BAVARIA
MAGDALENA,JARDIN
MAGDALENA,URBANIZACION CIUDAD DEL SOL
MAGDALENA,SIMON BOLIVAR
META,SAN BENITO
META,SAN BENITO
META,BARZAL BAJO
META,PORFIA
META,BARZAL SUR
META,PLAYA RICA
META,PLAYA RICA
META,PLAYA RICA
NARINHO,AVENIDA PANAMERICANA
NARINHO,ANGANOY
NARINHO,LAS LUNAS
NARINHO,FATIMA
NARINHO,AV. SANTANDER
NARINHO,MERCEDARIO
NARINHO,AV. SANTANDER
NARINHO,CENTRO
NORTE DE SANTANDER,BARRIO BUENOS AIRES
NORTE DE SANTANDER,BARRIO LAS AMERICAS
NORTE DE SANTANDER,BARRIO CENTRO
RISARALDA,SECTOR LA POPA
RISARALDA,SECTOR LA POPA
RISARALDA,MILAN
RISARALDA,LOS CEDROS
RISARALDA,ESPERANZA GALICIA (CERRITOS)
SANTANDER,PROVIVIENDA
SANTANDER,PUEBLO NUEVO
SANTANDER,CABECERA DEL LLANO
SANTANDER,ALVAREZ
SANTANDER,MEJORAS PUBLICAS
SANTANDER,MEJORAS PUBLICAS
SANTANDER,LA CONCORDIA
SANTANDER,CHORRERAS DE DON JUAN
SANTANDER,RICAURTE
SANTANDER,PROVENZA
SANTANDER,CENTRO
SANTANDER,EL CARMEN I
SANTANDER,LAGOS II
SANTANDER,PRADOS DEL SUR
SANTANDER,CASCO ANTIGUO DE FLORIDABLANCA
SANTANDER,CANHAVERAL
SANTANDER,PRIMERO DE MAYO
SANTANDER,LA RIOJA
SANTANDER,PUERTO MADERO
SUCRE,PARQUE LINEAL PLAYA
SUCRE,DIVINO NINHO
SUCRE,CIUDADELA UNIVERSITARIA
SUCRE,SECTOR COLEGIO LAS MERCEDES (TRONCAL)
TOLIMA,LA VEGA
TOLIMA,GAITAN PARTE ALTA
TOLIMA,SAN SIMON PARTE ALTA
TOLIMA,LAS PALMAS
TOLIMA,SAN SIMON PARTE ALTA
CAUCA,VDA LAS GUACAS
TOLIMA,NUEVA CASTILLA
TOLIMA,BELEN
TOLIMA,CENTRO
VALLE,F8
VALLE,EL SENA E5
VALLE,MOJICA E15
VALLE,SAN VICENTE E2
VALLE,SAN VICENTE E2
VALLE,SAN ANTONIO E3
VALLE,CAMINO REAL - J BORRERO E19
VALLE,SAN JOAQUIN E17
VALLE,URB. TEQUENDAMA E19
VALLE,URB. TEQUENDAMA E19
VALLE,URB. TEQUENDAMA E19
VALLE,LA FLORA E2
VALLE,LA FLORA E2
VALLE,SAN JUAN BOSCO E3
VALLE,EL GRAN LIMONAR E17
VALLE,SAN CAYETANO E3
VALLE,SAN VICENTE E2
VALLE,SULTANA BERLIN SAN FRANCISCO E4
VALLE,LAS CEIBAS E7
VALLE,SANTA FE E8
VALLE,SIETE DE AGOSTO E7
VALLE,SAN PEDRO E3
VALLE,MIRAFLORES E19
VALLE,SAN JOAQUIN E17
VALLE,JOSE M. MARROQUIN II E14
VALLE,SAN FERNANDO NUEVO E19
VALLE,BENJAMIN HERRERA E8
VALLE,CENTRO
VALLE,JOSE MARIA CABAL
VALLE,CIUDAD DEL CAMPO
VALLE,SAJONIA
ANTIOQUIA,LAS VEGAS
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,LA BRUSELA
ANTIOQUIA,CENTRO
ANTIOQUIA,OLEODUCTO C-5
ANTIOQUIA,ESTADIO C-11
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,JARDIN BOTANICO  C-4
ANTIOQUIA,MANILA C-14
ANTIOQUIA,LOS ALPES C-16
ANTIOQUIA,BUENOS AIRES  C-9
ANTIOQUIA,LA AGUACATALA C-14
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,BARRIO COLOMBIA C-14
ANTIOQUIA,SANTA FE C-15
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,PRADO C-10
ANTIOQUIA,LOPEZ DE MESA C-7
ANTIOQUIA,SANTA MONICA C-12
ANTIOQUIA,SANTA MONICA C-12
ANTIOQUIA,GUAYABAL C-15
ANTIOQUIA,UNIVERSIDAD NACIONAL C-7
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,BARRIO CAYCEDO C-9
ANTIOQUIA,SAN BENITO C-10
ANTIOQUIA,FATIMA C-16
ANTIOQUIA,FLORIDA NUEVA C-11
ANTIOQUIA,PRADO C-10
ANTIOQUIA,BARRIO COLON C-10
ATLANTICO,EL POBLADO
ATLANTICO,ALTOS DEL LIMON
ATLANTICO,ALTOS DEL PRADO
ATLANTICO,OLAYA
ATLANTICO,LAS NIEVES
ATLANTICO,MODERNO
BOLIVAR,SAN PEDRO
BOYACA,BARRIO CENTRAL
BOYACA,BARRIO CENTRO
BOYACA,BARRIO CENTRAL
BOYACA,VDA. CENTRO
BOYACA,BARRIO LOS CRISTALES
BOYACA,BARRIO SANTA RITA
CALDAS,EL CARMEN
CALDAS,EL CARMEN
CALDAS,BARRIO VILLAPILAR
CALDAS,CENTRO
CALDAS,ZONA INDUSTRIAL ENEA
CALDAS,FATIMA
CALDAS,SANTA LUCIA
CAQUETA,CIUDADELA HABITACIONAL SIGLO XXI
CAQUETA,LA CONSOLATA
CASANARE,EL REMANSO
CASANARE,VILLA CONSUELO
CAUCA,LA ESMERALDA
CAUCA,URB. CALDAS
CAUCA,VDA MANDIVA
CAUCA,SITIO A Y VIA PANAMERICANA
CAUCA,SITIO A Y VIA PANAMERICANA
CESAR,MARIA EUGENIA BAJO
CESAR,SANTA ROSA
CESAR,LOS MUSICOS
CORDOBA,EL CENTRO
CORDOBA,NUEVA COLOMBIA
CORDOBA,NUEVA COLOMBIA
CORDOBA,EL DORADO
CORDOBA,LA GRANJA
CUNDINAMARCA,AURES II E-11
CUNDINAMARCA,OLAYA E-18
CUNDINAMARCA,SAN ANTONIO E-1
CUNDINAMARCA,CENTRO ADMINISTRATIVO E-17
CUNDINAMARCA,CASTILLA REAL     E-8
CUNDINAMARCA,CHICO I E-2
CUNDINAMARCA,POTRERITOS E-19
CUNDINAMARCA,CASTILLA REAL     E-8
CUNDINAMARCA,QUIROGA IHS ETAPA E-18
CUNDINAMARCA,ANDES E-11
CUNDINAMARCA,RICAURTE E-14
CUNDINAMARCA,SAN DIEGO E-3
CUNDINAMARCA,EL POA E-11
CUNDINAMARCA,OLARTE E-7
CUNDINAMARCA,SANTA BIBIANA E-1
CUNDINAMARCA,URB. LA ALQUERIA E-16
CUNDINAMARCA,PERDOMO E-19
CUNDINAMARCA,LA CALLEJA E-1
CUNDINAMARCA,CARVAJAL E-8
CUNDINAMARCA,TOBERIN ORIENTAL E-1
CUNDINAMARCA,MONTEVIDEO E-9
CUNDINAMARCA,VILLA DEL RIO E-7
CUNDINAMARCA,CHAPINERO NORTE E-2
CUNDINAMARCA,PARDO RUBIO E-2
CUNDINAMARCA,URB. SAN PATRICIO E-1
CUNDINAMARCA,SANTA RITA E-4
CUNDINAMARCA,CANDELARIA III-IV E-19
CUNDINAMARCA,PIO XII E-8
CUNDINAMARCA,QUIEBRA NEGRA
CUNDINAMARCA,CHICO I E-2
CUNDINAMARCA,LAS MARGARITAS E-8
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,CHICO I E-2
CUNDINAMARCA,SAN JORGE E-18
CUNDINAMARCA,QUINTA CAMACHO E-2
HUILA,JOSE EUSTACIO RIVERA
HUILA,PRADO NORTE
HUILA,COLMENAR ETAPA I
HUILA,SANTA ISABEL
HUILA,SANTA ISABEL
HUILA,SANTA INES
HUILA,VEREDA VERSALLES
MAGDALENA,CIUDAD LA EQUIDAD
MAGDALENA,CENTRO
MAGDALENA,MAMATOCO
MAGDALENA,CENTRO HISTORICO
MAGDALENA,CENTRO HISTORICO
META,MORICHAL
META,SAN JORGE
META,CENTRO
META,TORRES DE SAN JUAN
META,SAN MARCOS
NARINHO,VEREDA PISPIAN
NARINHO,MIRAMONTE
NARINHO,EDUARDO SANTOS
NARINHO,LOS ALAMOS
NARINHO,EL PILAR
NARINHO,CHAPAL
NARINHO,CAPUSIGRA
NARINHO,INEM
NARINHO,CENTRO
NARINHO,CENTRO
NARINHO,CENTRO
NARINHO,20 DE JULIO
NARINHO,JUANOY BAJO
NARINHO,JUANOY BAJO
NARINHO,CENTRO
NARINHO,AV. PANAMERICANA
NORTE DE SANTANDER,BARRIO CHAPINERO
NORTE DE SANTANDER,BARRIO CHAPINERO
NORTE DE SANTANDER,BARRIO PARAMO
NORTE DE SANTANDER,BARRIO SAN MIGUEL
NORTE DE SANTANDER,BARRIO PALMERAS
NORTE DE SANTANDER,BARRIO PRADOS DEL NORTE
NORTE DE SANTANDER,BARRIO VALLE ESTHER
NORTE DE SANTANDER,VEREDA LA PLAYA
NORTE DE SANTANDER,EL NOGAL
QUINDIO,SECTOR PARQUE VALENCIA
QUINDIO,SANTA ELENA
QUINDIO,SECTOR UNIVERSIDAD GRAN COLOMBIA
RISARALDA,GUAYACANES
RISARALDA,P.INDUSTRIAL D
RISARALDA,CENTRO CUBA V-1
RISARALDA,SECTOR PUENTES DE LA 9A CON 12
SANTANDER,CAMPO HERMOSO
SANTANDER,SAN ALONSO
SANTANDER,SAN ALONSO
SANTANDER,LA UNIVERSIDAD
SANTANDER,CENTRO
SANTANDER,URB. ESTORAQUES II
SANTANDER,LA UNIVERSIDAD
SANTANDER,SAN FRANCISCO
SANTANDER,ANTONIA SANTOS
SANTANDER,CENTRO
SANTANDER,CENTRO
SANTANDER,LA JUVENTUD
SANTANDER,EL BOSQUE
SANTANDER,CENFER
SANTANDER,CONVIVIR
SANTANDER,EL MIRADOR (AEROP.)
SUCRE,VILLA NAZARET
TOLIMA,CENTRO
TOLIMA,CENTRO
TOLIMA,CENTRO
TOLIMA,MORAVIA  C-4
TOLIMA,AMERICA
TOLIMA,GAITAN PARTE BAJA
TOLIMA,JORDAN II ETAPA
TOLIMA,VILLA MARIN
TOLIMA,NUEVO ARMERO
VALLE,COMPARTIR E21
VALLE,EL BOSQUE E2
VALLE,EL BOSQUE E2
VALLE,EL REFUGIO E19
VALLE,LOS LIBERTADORES E3
VALLE,EL SENA E5
VALLE,BOLIVARIANO E4
VALLE,VERSALLES E2
VALLE,TORRES DE CONFANDI E5
VALLE,OBRERO E9
VALLE,TERRON COLORADO E1
VALLE,BENJAMIN HERRERA E8
VALLE,EL GRAN LIMONAR E17
VALLE,LOS LIBERTADORES E3
VALLE,LA ESTRELLA
VALLE,JOSE MARIA CABAL
VALLE,RIO CLARO (24-S-02)
VALLE,CORREGIMIENTO LA DOLORES
ANTIOQUIA,VDA. TABLAZO HATILLO
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,PARIS CENTRAL
ANTIOQUIA,CIUDAD NIQUIA
ANTIOQUIA,PLAYA RICA
ANTIOQUIA,CORAZON DE JESUS C-10
ANTIOQUIA,ESTADIO C-11
ANTIOQUIA,EL VELODROMO C-11
ANTIOQUIA,FLORENCIA C-5
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,MANRIQUE 2  C-3
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,MANILA C-14
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA LOMA DE LOS BERNAL C-16
ANTIOQUIA,ROBLEDO C-7
ANTIOQUIA,SAN JAVIER 1 C-13
ANTIOQUIA,ESTACION VILLA C-10
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,ESTADIO C-11
ANTIOQUIA,BOSTON C-10
ANTIOQUIA,TRINIDAD C-15
ANTIOQUIA,TRICENTENARIO C-5
ANTIOQUIA,FATIMA C-16
ANTIOQUIA,PARQUE NORTE C-4
ANTIOQUIA,VILLANUEVA C-10
ANTIOQUIA,CAMPO AMOR C-15
ANTIOQUIA,VILLANUEVA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SAN JAVIER 1 C-13
ANTIOQUIA,SAN JOAQUIN C-11
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SIMON BOLIVAR C-12
ANTIOQUIA,CARIBE C-5
ANTIOQUIA,BARRIO COLON C-10
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,SAN DIEGO C-10
ANTIOQUIA,SUCRE
ATLANTICO,ALTOS DE RIOMAR
ATLANTICO,SILENCIO
ATLANTICO,LA UNION
ATLANTICO,CENTRO
ATLANTICO,VILLA ESTADIO I
BOYACA,EL RECREO
BOYACA,BARRIO SUAMUX
BOYACA,CENTRO
BOYACA,CENTRO
CALDAS,FATIMA
CAQUETA,VIA PAUJIL-MONTANHITA
CAQUETA,URBANIZACION ALTAMIRA
CAQUETA,SIETE DE AGOSTO
CASANARE,SAN MATEO
CASANARE,SAN MATEO
CASANARE,CIUDADELA EL CARMEN
CASANARE,PRIMERO DE MAYO
CAUCA,TULCAN
CAUCA,CENTRO
CAUCA,VDA EL TUNEL
CESAR,EL RECREO
CESAR,NANDO MARIN
CHOCO,ALAMEDA REYES
CORDOBA,SANTO DOMINGO
CORDOBA,CGTO EL CHIQUI
CORDOBA,20 DE JULIO
CUNDINAMARCA,TEUSAQUILLO E-13
CUNDINAMARCA,LA PORCIUNCULA E-2
CUNDINAMARCA,LOMBARDIA II E-11
CUNDINAMARCA,CHICO NORTE II E-2
CUNDINAMARCA,QUINTA CAMACHO E-2
CUNDINAMARCA,BANDERAS E-8
CUNDINAMARCA,ANTIGUO COUNTRY E-2
CUNDINAMARCA,LAS AGUAS E-3
CUNDINAMARCA,LAS NIEVES E-3
CUNDINAMARCA,LAS NIEVES E-3
CUNDINAMARCA,NUEVO MUZO II SECTOR I ETAPA E-6
CUNDINAMARCA,VEINTE DE JULIO E-4
CUNDINAMARCA,BARRANCAS E-1
CUNDINAMARCA,VILLAS DE GRANADA E-10
CUNDINAMARCA,BOSA CENTRO E-7
CUNDINAMARCA,MODELIA E-9
CUNDINAMARCA,CIUDAD JARDIN E-11
CUNDINAMARCA,EL PROGRESO E-14
CUNDINAMARCA,SAN PEDRO LOS ROBLES E-9
CUNDINAMARCA,SAN JOSE E-9
CUNDINAMARCA,VEINTE DE JULIO E-4
CUNDINAMARCA,BUENOS AIRES E-4
CUNDINAMARCA,OLARTE E-7
CUNDINAMARCA,URB. MADELENA I Y II SECTOR E-19
CUNDINAMARCA,VEINTE DE JULIO E-4
CUNDINAMARCA,BRAVO PAEZ E-18
CUNDINAMARCA,URB. SANTANDER E-15
CUNDINAMARCA,QUIROGA VII ETAPA E-18
CUNDINAMARCA,LA FAVORITA E-14
CUNDINAMARCA,PERDOMO ALTO E-19
CUNDINAMARCA,EL ESPARTILLAL E-2
CUNDINAMARCA,NUEVA GRANADA E-7
CUNDINAMARCA,GRAN BRITALIA E-8
CUNDINAMARCA,EL TINTAL E-8
CUNDINAMARCA,URB. CLARET EL CARMEN E-6
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,SAN ISIDRO E-4
CUNDINAMARCA,LOS CEDRITOS E-1
CUNDINAMARCA,PRADO VERANIEGO E-11
CUNDINAMARCA,COLINA LINDA E-11
CUNDINAMARCA,URB. MADELENA I Y II SECTOR E-19
CUNDINAMARCA,SANTA TERESITA E-13
CUNDINAMARCA,GRAN BRITALIA E-8
CUNDINAMARCA,SAN CRISTOBAL NORTE E-1
CUNDINAMARCA,CIUDAD BERNA E-15
CUNDINAMARCA,POLICARPA SALAVARRIETA E-15
CUNDINAMARCA,GALERIAS E-13
CUNDINAMARCA,PUENTE GRANDE E-9
CUNDINAMARCA,EL CAIRO
CUNDINAMARCA,SANTANDER
GUAJIRA,EL CENTRO
GUAJIRA,JOSE ARNOLDO MARIN
HUILA,CENTRO
HUILA,LOS COLORES
HUILA,ALVARO SANCHEZ SILVA
HUILA,TIMANCO
HUILA,VENTILADOR
MAGDALENA,JARDIN
MAGDALENA,CIUDADELA 29 DE JULIO
MAGDALENA,LIBERTADOR
META,CENTRO
META,7 DE AGOSTO
META,GUATAPE
META,OLIMPICO
META,VILLA BOLIVAR
META,SAN FERNANDO
META,PLAYA RICA
META,EL NOGAL
NARINHO,SANTA MONICA
NARINHO,LORENZO
NORTE DE SANTANDER,BARRIO ANTONIA SANTOS
NORTE DE SANTANDER,BARRIO ESPERANZA MARTINEZ
NORTE DE SANTANDER,BARRIO CENTRO
QUINDIO,CORBONES
RISARALDA,PANORAMA COUNTRY
RISARALDA,CUBA V-8
RISARALDA,CANHARTE
RISARALDA,CENTRO (A) PEREIRA
SANTANDER,CINCUENTENARIO
SANTANDER,VILLAFADUA
SANTANDER,20 DE ENERO
SANTANDER,20 DE ENERO
SANTANDER,ALARCON
SANTANDER,FONTANA
SANTANDER,SOTOMAYOR
SANTANDER,CENTRO
SANTANDER,MEJORAS PUBLICAS
SANTANDER,CENTRO
SANTANDER,SAN FRANCISCO
SANTANDER,ANTONIA SANTOS
SANTANDER,INV. EL PARAMO
SANTANDER,VILLA REAL DEL SUR
SANTANDER,CAMPANAZO
SANTANDER,LAGOS II
SANTANDER,ANILLO VIAL
SANTANDER,LA MESETA
SANTANDER,CABECERA DEL LLANO P/TA
TOLIMA,MACARENA
TOLIMA,EDUARDO SANTOS
TOLIMA,EDUARDO SANTOS
TOLIMA,MIRAMAR
TOLIMA,GRANADA
TOLIMA,CENTRO
TOLIMA,JORDAN VIII ETAPA
TOLIMA,PALERMO
TOLIMA,CENTRO
TOLIMA,SICOMORO
VALLE,SAN LUIS E6
VALLE,JOSE M. MARROQUIN II E14
VALLE,CIUDAD CORDOBA E15
VALLE,JOSE M. MARROQUIN II E14
VALLE,LOS LAGOS E13
VALLE,SAN PEDRO E3
VALLE,VILLA DEL PRADO - EL GUABITO E5
VALLE,BUENOS AIRES E18
VALLE,PUERTO MALLARINO E7
VALLE,MIRAFLORES E19
VALLE,VERSALLES E2
VALLE,VILLA BLANCA E13
VALLE,LA MERCED E3
VALLE,SANTA ANITA E17
VALLE,SANTA TERESITA E2
VALLE,URBANIZACION LA FLORA E2
VALLE,LOS PARQUES - BARRANQUILLA E5
VALLE,PANAMERICANO E10
VALLE,URBANIZACION LA MERCED E2
VALLE,URBANIZACION LA MERCED E2
VALLE,VEREDA CASCAJAL E22
VALLE,EL SENA E5
VALLE,CGTO OBANDO (ROZO)
VALLE,VIA TULUA-BUGA
VALLE,ARROYOHONDO ZONA INDUSTRIAL (25-2)
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,CIUDADELA DEL NORTE
ANTIOQUIA,LA MADERA
ANTIOQUIA,LAS GRANJAS
ANTIOQUIA,CIUDADELA DEL NORTE
ANTIOQUIA,AUTOPISTA NORTE
ANTIOQUIA,VDA. PENHOLCITO
ANTIOQUIA,EL TRIANON
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,CENTRAL MAYORISTA
ANTIOQUIA,LOS NARANJOS
ANTIOQUIA,SANTA MARIA # 2
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,CARLOS E. RESTREPO C-11
ANTIOQUIA,CARLOS E. RESTREPO C-11
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,PARQUE NORTE C-4
ANTIOQUIA,PRADO C-10
ANTIOQUIA,ASTORGA C-14
ANTIOQUIA,CERRO EL VOLADOR C-7
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,LAURELES C-11
ANTIOQUIA,PEDREGAL C-6
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,TRICENTENARIO C-5
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SURAMERICANA C-11
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,DOCE DE OCTUBRE C-6
ANTIOQUIA,EL CHAGUALO C-10
ANTIOQUIA,ESTACION VILLA C-10
ANTIOQUIA,CRISTO REY C-15
ANTIOQUIA,BOLIVARIANA C-11
ANTIOQUIA,SECTOR CEMENTERIO
ANTIOQUIA,SAN FRANCISCO
ANTIOQUIA,EL PORVENIR
ANTIOQUIA,PARQUE PRINCIPAL
ANTIOQUIA,PRADOS DE SABANETA
ATLANTICO,EL LIMON
ATLANTICO,CENTRO
ATLANTICO,CENTRO
BOLIVAR,LA CENTRAL
BOYACA,LA PAZ
BOYACA,EL CORTEZ
BOYACA,EL ROSARIO
BOYACA,BARRIO LA NIEVES
BOYACA,BARRIO PARAISO
CALDAS,BARRIO CHIPRE
CAQUETA,ALFONSO LOPEZ
CAQUETA,EL CENTRO
CAQUETA,LAS MALVINAS
CAQUETA,EL CENTRO
CAQUETA,JUAN XXIII
CAUCA,SAN JOSE
CAUCA,MARIA OCCIDENTE
CAUCA,URBANIZACION LOS COMUNEROS
CAUCA,LA ESMERALDA
CAUCA,CIUDAD JARDIN
CAUCA,CENTRO
CESAR,SIMON BOLIVAR
CESAR,SAN VICENTE
CHOCO,SAN MARTIN
CHOCO,AMERICAS
CHOCO,NINHO JESUS
CORDOBA,SANTA TERESA
CORDOBA,SANTA TERESA
CORDOBA,RISARALDA
CUNDINAMARCA,RAFAEL NUNEZ E-13
CUNDINAMARCA,EL TINTAL E-8
CUNDINAMARCA,TEUSAQUILLO E-13
CUNDINAMARCA,URB. COMPARTIR E-11
CUNDINAMARCA,VILLAS DE GRANADA E-10
CUNDINAMARCA,DANUBIO AZUL E-5
CUNDINAMARCA,MANDALAY I ETAPA E-8
CUNDINAMARCA,ISRAELITAS E-7
CUNDINAMARCA,TEUSAQUILLO E-13
CUNDINAMARCA,CONJUNTO RESIDENCIAL LA PRADERA E-1
CUNDINAMARCA,LAS AMERICAS E-8
CUNDINAMARCA,MARIA PAZ E-8
CUNDINAMARCA,EL POA E-11
CUNDINAMARCA,MANARU E-19
CUNDINAMARCA,SUBA CENTRO E-11
CUNDINAMARCA,CAOBOS E-1
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,LA GRANJA E-10
CUNDINAMARCA,VILLA LUZ E-10
CUNDINAMARCA,CARVAJAL E-8
CUNDINAMARCA,GILMAR E-11
CUNDINAMARCA,GUACAMAYAS I-II E-4
CUNDINAMARCA,MONTEVIDEO E-9
CUNDINAMARCA,12 DE OCTUBRE E-12
CUNDINAMARCA,BELLA SUIZA E-1
CUNDINAMARCA,BOITA E-8
CUNDINAMARCA,BOSA E-7
CUNDINAMARCA,CENTRO NORTE USAQUEN E-1
CUNDINAMARCA,CHICO I E-2
CUNDINAMARCA,CIUDAD KENNEDY CENTRAL E-8
CUNDINAMARCA,COUNTRY SUR E-18
CUNDINAMARCA,EL ESPARTILLAL E-2
CUNDINAMARCA,EL LAUREL E-10
CUNDINAMARCA,EL ROCIO E-3
CUNDINAMARCA,EMAUS E-2
CUNDINAMARCA,GALAN E-16
CUNDINAMARCA,GALERIAS E-13
CUNDINAMARCA,LA PATRIA E-12
CUNDINAMARCA,LA VICTORIA E-4
CUNDINAMARCA,LAGO GAITAN E-2
CUNDINAMARCA,LOS NARANJOS ALTOS E-11
CUNDINAMARCA,MINUTO DE DIOS E-10
CUNDINAMARCA,PLAZA DE BOLIVAR E-17
CUNDINAMARCA,POLO CLUB E-12
CUNDINAMARCA,POTOSI E-11
CUNDINAMARCA,PRIMAVERA NORTE E-10
CUNDINAMARCA,PROVIVIENDA NORTE E-16
CUNDINAMARCA,QUINTA PAREDES E-13
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,RICAURTE E-14
CUNDINAMARCA,SANTA MATILDE I SECTOR E-16
CUNDINAMARCA,TUNA ALTA E-11
CUNDINAMARCA,URB. EL REMANSO E-16
CUNDINAMARCA,URB. MADELENA I Y II SECTOR E-19
CUNDINAMARCA,URB. MONTES I SECTOR E-16
CUNDINAMARCA,URB. PUENTE ARANDA E-16
CUNDINAMARCA,URB. RIONEGRO E-12
CUNDINAMARCA,URB. SANTA RITA I SECTOR E-16
CUNDINAMARCA,BONANZA E-10
CUNDINAMARCA,CHAPINERO NORTE E-2
CUNDINAMARCA,ALAMOS SUR E-10
CUNDINAMARCA,DIANA TURBAY E-18
CUNDINAMARCA,SAN FERNANDO OCCIDENTAL E-12
CUNDINAMARCA,SAN RAFAEL INDUSTRIAL E-16
CUNDINAMARCA,URB. TOBERIN E-1
CUNDINAMARCA,LA FAVORITA E-14
CUNDINAMARCA,VILLA DE LOS ALPES E-4
CUNDINAMARCA,TUNALITO E-6
CUNDINAMARCA,FATIMA E-6
CUNDINAMARCA,TEUSAQUILLO E-13
CUNDINAMARCA,LAGO DE CHAPINERO E-2
CUNDINAMARCA,URB. COMPARTIR E-11
CUNDINAMARCA,URB. COMPARTIR E-11
CUNDINAMARCA,SAGRADA FAMILIA E-4
CUNDINAMARCA,GRAN GRANADA E-10
CUNDINAMARCA,EL RINCON DE SUBA E-11
CUNDINAMARCA,SAN ANTONIO E-15
CUNDINAMARCA,DIANA TURBAY E-18
CUNDINAMARCA,COUNTRY SUR E-18
CUNDINAMARCA,SUCRE
GUAJIRA,GOMEZ DAZA
GUAJIRA,TRAMO DE VIA CUATROVIAS - MAICAO
HUILA,FORERO
HUILA,ACROPOLIS
HUILA,LIBERTADORES I ETAPA
HUILA,LIBERTADORES I ETAPA
META,BAMBU
HUILA,YAHAIRA
HUILA,SAN FRANCISCO DE ASIS
HUILA,LAS GRANJAS
HUILA,QUIRINAL
HUILA,ENCENILLO
HUILA,LOS MARTIRES
HUILA,VEREDA ANSELMO
HUILA,CENTRO
