MUNICIPIO,DIA
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
SOLEDAD,VIERNES
EL CARMEN DE BOLIVAR,VIERNES
CHIQUINQUIRA,VIERNES
DUITAMA,VIERNES
SAMACA,VIERNES
TUNJA (CT),VIERNES
TUNJA (CT),VIERNES
TUNJA (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
VALLEDUPAR (CT),VIERNES
AYAPEL,VIERNES
MONTERIA (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
RIOHACHA (CT),VIERNES
RIOHACHA (CT),VIERNES
RIOHACHA (CT),VIERNES
CAMPOALEGRE,VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
PITALITO,VIERNES
PITALITO,VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
LEJANIAS,VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
TUQUERRES,VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
ARMENIA (CT),VIERNES
ARMENIA (CT),VIERNES
ARMENIA (CT),VIERNES
DOSQUEBRADAS,VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
SAN ANDRES (CT),VIERNES
SAN ANDRES (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
FLORIDABLANCA,VIERNES
FLORIDABLANCA,VIERNES
GIRON,VIERNES
PIEDECUESTA,VIERNES
PIEDECUESTA,VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
PALMIRA,VIERNES
VIJES,VIERNES
YUMBO,VIERNES
BARBOSA,SABADO
GUARNE,SABADO
ITAGUI,SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
PUERTO BERRIO,SABADO
SABANETA,SABADO
ARAUCA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
SABANALARGA,SABADO
SOLEDAD,SABADO
SOLEDAD,SABADO
CARTAGENA (CT),SABADO
CARTAGENA (CT),SABADO
SAN PABLO,SABADO
DUITAMA,SABADO
PUERTO BOYACA,SABADO
SOGAMOSO,SABADO
SOGAMOSO,SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
NEIRA,SABADO
FLORENCIA (CT),SABADO
YOPAL (CT),SABADO
POPAYAN (CT),SABADO
POPAYAN (CT),SABADO
SANTANDER DE QUILICHAO,SABADO
TIMBIO,SABADO
TIMBIO,SABADO
BECERRIL,SABADO
VALLEDUPAR (CT),SABADO
VALLEDUPAR (CT),SABADO
VALLEDUPAR (CT),SABADO
MONTERIA (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
ZIPAQUIRA,SABADO
FONSECA,SABADO
MAICAO,SABADO
MAICAO,SABADO
RIOHACHA (CT),SABADO
RIOHACHA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
GUAMAL,SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
IPIALES,SABADO
IPIALES,SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
CUCUTA (CT),SABADO
CUCUTA (CT),SABADO
CUCUTA (CT),SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
CALARCA,SABADO
QUIMBAYA,SABADO
QUIMBAYA,SABADO
DOSQUEBRADAS,SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
BARRANCABERMEJA,SABADO
BARRANCABERMEJA,SABADO
BARRANCABERMEJA,SABADO
BARRANCABERMEJA,SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
FLORIDABLANCA,SABADO
FLORIDABLANCA,SABADO
PIEDECUESTA,SABADO
COROZAL,SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
CARMEN DE APICALA,SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
IBAGUE (CT),SABADO
SAN LUIS,SABADO
BUENAVENTURA,SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
FLORIDA,SABADO
GUACARI,SABADO
PALMIRA,SABADO
SEVILLA,SABADO
TULUA,SABADO
BELLO,DOMINGO
BELLO,DOMINGO
BELLO,DOMINGO
BELLO,DOMINGO
BELLO,DOMINGO
BELLO,DOMINGO
BELLO,DOMINGO
CAUCASIA,DOMINGO
ENVIGADO,DOMINGO
GIRARDOTA,DOMINGO
GUATAPE,DOMINGO
ITAGUI,DOMINGO
ITAGUI,DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
SAN VICENTE,DOMINGO
SANTAFE DE ANTIOQUIA,DOMINGO
SARAVENA,DOMINGO
BARRANQUILLA (CT),DOMINGO
BARRANQUILLA (CT),DOMINGO
BARRANQUILLA (CT),DOMINGO
BARRANQUILLA (CT),DOMINGO
BARRANQUILLA (CT),DOMINGO
PUERTO COLOMBIA,DOMINGO
CARTAGENA (CT),DOMINGO
CARTAGENA (CT),DOMINGO
DUITAMA,DOMINGO
SAN JOSE DE PARE,DOMINGO
TUNJA (CT),DOMINGO
TUNJA (CT),DOMINGO
VILLA DE LEYVA,DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
TAURAMENA,DOMINGO
YOPAL (CT),DOMINGO
YOPAL (CT),DOMINGO
POPAYAN (CT),DOMINGO
POPAYAN (CT),DOMINGO
AGUACHICA,DOMINGO
CURUMANI,DOMINGO
CURUMANI,DOMINGO
LA JAGUA DE IBIRICO,DOMINGO
VALLEDUPAR (CT),DOMINGO
VALLEDUPAR (CT),DOMINGO
LORICA,DOMINGO
MONTERIA (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
GIRARDOT,DOMINGO
MAICAO,DOMINGO
RIOHACHA (CT),DOMINGO
RIOHACHA (CT),DOMINGO
RIOHACHA (CT),DOMINGO
VILLANUEVA,DOMINGO
VILLANUEVA,DOMINGO
VILLANUEVA,DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
PITALITO,DOMINGO
TIMANA,DOMINGO
ALGARROBO,DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
CUCUTA (CT),DOMINGO
CUCUTA (CT),DOMINGO
CUCUTA (CT),DOMINGO
CUCUTA (CT),DOMINGO
CUCUTA (CT),DOMINGO
ARMENIA (CT),DOMINGO
ARMENIA (CT),DOMINGO
CALARCA,DOMINGO
DOSQUEBRADAS,DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
SANTA ROSA DE CABAL,DOMINGO
SANTA ROSA DE CABAL,DOMINGO
SAN ANDRES (CT),DOMINGO
BARRANCABERMEJA,DOMINGO
BARRANCABERMEJA,DOMINGO
BUCARAMANGA (CT),DOMINGO
BUCARAMANGA (CT),DOMINGO
FLORIDABLANCA,DOMINGO
FLORIDABLANCA,DOMINGO
FLORIDABLANCA,DOMINGO
FLORIDABLANCA,DOMINGO
PIEDECUESTA,DOMINGO
PIEDECUESTA,DOMINGO
PIEDECUESTA,DOMINGO
SINCELEJO (CT),DOMINGO
IBAGUE (CT),DOMINGO
IBAGUE (CT),DOMINGO
IBAGUE (CT),DOMINGO
IBAGUE (CT),DOMINGO
MARIQUITA,DOMINGO
MELGAR,DOMINGO
BUENAVENTURA,DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
PALMIRA,DOMINGO
PALMIRA,DOMINGO
PALMIRA,DOMINGO
BELLO,LUNES
BELLO,LUNES
EL CARMEN DE VIBORAL,LUNES
ITUANGO,LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
SABANETA,LUNES
ARAUCA (CT),LUNES
BARRANQUILLA (CT),LUNES
GALAPA,LUNES
SOLEDAD,LUNES
CARTAGENA (CT),LUNES
CARTAGENA (CT),LUNES
PAIPA,LUNES
PUERTO BOYACA,LUNES
SAN JOSE DE PARE,LUNES
TUNJA (CT),LUNES
MANIZALES (CT),LUNES
FLORENCIA (CT),LUNES
FLORENCIA (CT),LUNES
YOPAL (CT),LUNES
MERCADERES,LUNES
MERCADERES,LUNES
POPAYAN (CT),LUNES
POPAYAN (CT),LUNES
SANTANDER DE QUILICHAO,LUNES
VALLEDUPAR (CT),LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
ZIPAQUIRA,LUNES
MAICAO,LUNES
RIOHACHA (CT),LUNES
RIOHACHA (CT),LUNES
SAN JUAN DEL CESAR,LUNES
SAN JOSE DEL GUAVIARE (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
PITALITO,LUNES
CONCORDIA,LUNES
SANTA MARTA (CT),LUNES
SANTA MARTA (CT),LUNES
SANTA MARTA (CT),LUNES
ACACIAS,LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
VILLAVICENCIO (CT),LUNES
IPIALES,LUNES
PASTO (CT),LUNES
PASTO (CT),LUNES
PASTO (CT),LUNES
PASTO (CT),LUNES
CUCUTA (CT),LUNES
CUCUTA (CT),LUNES
CUCUTA (CT),LUNES
CUCUTA (CT),LUNES
OCANHA,LUNES
OCANHA,LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
CALARCA,LUNES
DOSQUEBRADAS,LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
SAN ANDRES (CT),LUNES
SAN ANDRES (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
GIRON,LUNES
GIRON,LUNES
PIEDECUESTA,LUNES
SINCELEJO (CT),LUNES
ESPINAL,LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
IBAGUE (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALIMA,LUNES
CANDELARIA,LUNES
CANDELARIA,LUNES
EL CERRITO,LUNES
PALMIRA,LUNES
PALMIRA,LUNES
PALMIRA,LUNES
SEVILLA,LUNES
BELLO,MARTES
BELLO,MARTES
CHIGORODO,MARTES
COPACABANA,MARTES
DON MATIAS,MARTES
ENVIGADO,MARTES
ENVIGADO,MARTES
GIRARDOTA,MARTES
GIRARDOTA,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
ARAUCA (CT),MARTES
ARAUCA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
DUITAMA,MARTES
GARAGOA,MARTES
MANIZALES (CT),MARTES
MANIZALES (CT),MARTES
MANIZALES (CT),MARTES
FLORENCIA (CT),MARTES
POPAYAN (CT),MARTES
BECERRIL,MARTES
VALLEDUPAR (CT),MARTES
VALLEDUPAR (CT),MARTES
CERETE,MARTES
MONTERIA (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
SOACHA,MARTES
RIOHACHA (CT),MARTES
RIOHACHA (CT),MARTES
NEIVA (CT),MARTES
NEIVA (CT),MARTES
NEIVA (CT),MARTES
SANTA MARTA (CT),MARTES
SANTA MARTA (CT),MARTES
SANTA MARTA (CT),MARTES
ACACIAS,MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
IPIALES,MARTES
IPIALES,MARTES
IPIALES,MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
CUCUTA (CT),MARTES
CUCUTA (CT),MARTES
CUCUTA (CT),MARTES
DOSQUEBRADAS,MARTES
LA VIRGINIA,MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
